ACN,5565,1111,339,0,poa,1044,"ACN Fullmakt service for automation testing  Opplysningene som utleveres er rapportert i forbindelse med skattemeldingen (selvangivelsen) {inntektsaar}.<br /><br/> <ul> <li> Inntekt<br /> <li> Skattefradrag<br /> <li> Formue (inkl bolig, bil mm)<br /> <li> Gjeld<br /> </ul><br/> Test lenke <a href=""http://www.altinn.no"" target=""_blank"">Altinn.</a>",18
DIGDIR,5576,1111,353,0,default_nomessage,1044,DIGDIR samtykke test,1
DIGDIR,5576,1111,353,0,default_nomessage,1044,"Da er det bare å samtykke ",18
ACN,5607,2,375,0,sblanesoknad,1044,consent with overridden rm template,1
ACN,5607,2,375,0,sblanesoknad,1044,Test consent template With overridden rm for multiple services,18
ACN,5607,3,377,0,default,1044,consent with standard template1,1
ACN,5607,3,377,0,default,1044,Test consent With standard template for multiple services 1,18
ACN,5607,4,379,0,default,1044,consent with standard template 2,1
ACN,5607,4,379,0,default,1044,Test consent With standard template for multiple services 2,18
ACN,5607,5,381,0,poa,1044,Fullmakt with overrridden rm,1
ACN,5607,5,381,0,poa,1044,Test fullmakt With overrridden rm tempate,18
ACN,5607,1207,373,0,sblanesoknad,1044,Consent service with overriden request message,1
ACN,5607,1207,373,0,sblanesoknad,1044,Consent template test for overriden request message,18
DIGDIR,5618,1010,391,0,default,1044,Samtykke test for DIGDIR,1
DIGDIR,5618,1010,391,0,default,1044,Det er bare å gi samtykke,18
ACN,u5348,1111,385,0,default,1044,Link_Access_UTINN,1
ACN,u5348,1111,385,0,default,1044,test samtykke for lenketjeneste med Access operasjon,18
DIGDIR,u5356,2,437,0,default,1044,consent with SRR,1
DIGDIR,u5356,2,437,0,default,1044,This is a consent test,18
DIGDIR,u5356,4,399,0,default,1044,Standard Consent,1
DIGDIR,u5356,4,399,0,default,1044,This is a consent test with standard template,18
DIGDIR,u5356,4,401,0,consent_sharing,1044,Standard Consent,1
DIGDIR,u5356,4,401,0,consent_sharing,1044,This is a consent test with standard template that was changed to samtykke til å dele data,18
